artist_name,track_title,url_has_any,paid_has_any,direct_has_any,bandcamp_url,discogs_url,spotify_url,soundcloud_url,youtube_url,apple_music_url,magnatune_url,other_url,weathervane_url,mix_rescue_url,mix_rescue_url
American Bach Soloists,J.S. Bach - Mass in B Minor CD1,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/abs-bachmasscd1/,,,,
American Bach Soloists,J.S. Bach Solo Cantatas,1,1,1,,https://www.discogs.com/release/20318356-American-Bach-Soloists-Jeffrey-Thomas-Julianne-Baird-Drew-Minter-William-Sharp-JS-Bach-Solo-Cantatas,,,,,http://www.magnatune.com/artists/albums/abs-solocantatas/,,,,
American Baroque,Dances and Suites of Rameau and Couperin,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/abaroque-rameau/,,,,
American Baroque,The Four Seasons by Vivaldi,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/abaroque-seasons/,,,,
American Baroque,Mozart 4 Quartets for Strings and Winds,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/abaroque-mozart/,,,,
Ammonite,Reconnection,1,1,1,https://ammonitemusic.bandcamp.com/album/reconnection,,,,,,http://www.magnatune.com/artists/albums/ammonite-recon/,,,,
Anamar,Transfado,1,1,1,,https://www.discogs.com/master/1328990-Anamar-Transfado,,,,,http://www.magnatune.com/artists/albums/anamar-transfado/,,,,
Andreas Haefliger,Mozart Piano Sonatas,1,1,1,,https://www.discogs.com/master/1283943-Mozart-Andreas-Haefliger-Piano-Sonatas-F-Major-K-332-B-Flat-Major-K-333-C-Minor-K-457-Fantasia-C-Min,,,,,http://www.magnatune.com/artists/albums/haefliger-mozart/,,,,
Andreas Haefliger,Perspectives 2 - CD1,1,1,1,,https://www.discogs.com/release/24320600-Andreas-Haefliger-Perspectives-2,,,,,http://www.magnatune.com/artists/albums/haefliger-perspectives2cd1/,,,,
Andreas Haefliger,Perspectives 2 - CD2,1,1,1,,https://www.discogs.com/release/24320600-Andreas-Haefliger-Perspectives-2,,,,,http://www.magnatune.com/artists/albums/haefliger-perspectives2cd2/,,,,
AntiGuru,Fall Submissions,1,1,0,,,https://open.spotify.com/album/2ToiqJiJXZVw5kO8gYnsTd,,,,http://www.magnatune.com/artists/albums/antiguru-fall/,,,,
Antonio Meneses,CD2 JS Bach Cello Suites,1,1,1,,https://www.discogs.com/release/16079373-JS-Bach-Antonio-Meneses-The-6-Cello-Suites,,,,,http://www.magnatune.com/artists/albums/meneses-bachsuite2/,,,,
Antonio Meneses,CD1 JS Bach Cello Suites,1,1,1,,https://www.discogs.com/release/16079373-JS-Bach-Antonio-Meneses-The-6-Cello-Suites,,,,,http://www.magnatune.com/artists/albums/meneses-bachsuite1/,,,,
Anup,Embrace,1,1,1,,https://www.discogs.com/release/19996204-Anup-Paul-Embrace-Music-That-Celebrates-Cultural-Interplay,,,,,http://www.magnatune.com/artists/albums/anup-embrace/,,,,
Apa Ya,Apa Ya,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/headroom-apa/,,,,
Artemis,Orbits,1,1,1,,https://www.discogs.com/release/891813-Artemis-Orbits,,,,,http://www.magnatune.com/artists/albums/artemis-orbits/,,,,
Artemis,Gravity,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/artemis-gravity/,,,,
Artemis,Undone,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/artemis-undone/,,,,
Arthur Yoria,Suerte Something,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/yoria-suerte/,,,,
Arthur Yoria,Of the Lovely,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/yoria-oflovely/,,,,
Arthur Yoria,Ill Be Here Awake,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/yoria-here/,,,,
Asteria,Le Souvenir de Vous me Tue,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/asteria-souvenir/,,,,
Asteria,Soyes Loyal,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/asteria-soyes/,,,,
Atomic Opera,Alpha and Oranges,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/atomic-alpha/,,,,
Atomic Opera,Penguin Dust,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/atomic-penguin/,,,,
Barbara Leoni,Human Needs,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/leoni-human/,,,,
Barry Phillips,Trad,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/phillips-trad/,,,,
Beatundercontrol,The Introduction,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/beatunder-intro/,,,,
Beight,File In Rhythm,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/beight-rhythm/,,,,
Belief Systems,EPROMs,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/belief-eproms/,,,,
Belief Systems,Eponyms,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/belief-eponyms/,,,,
Beth Quist,Silver,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/quist-silver/,,,,
Beth Quist,Lucidity,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/quist-lucidity/,,,,
Beth Quist,Shall We Dance,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/quist-dance/,,,,
Bjorn Fogelberg,Karooshi Porn,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/fogelberg-karooshi/,,,,
Brad Sucks,I Dont Know What Im Doing,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/bradsucks-dontknow/,,,,
Briddes Roune,Lenten is come,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/briddes-lenten/,,,,
Brook Street Band,Handel Oxford Water Music,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/brookst-handel/,,,,
Brook Street Band,Handel Trio Sonatas - Opus 5,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/brookst-handeltrio/,,,,
Burning Babylon,Knives To The Treble,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/babylon-knives/,,,,
Burning Babylon,Stereo Mash Up,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/babylon-stereo/,,,,
Burnshee Thornside,The Art of Not Blending In,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/burnshee-art/,,,,
Burnshee Thornside,Blues and misc,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/burnshee-blues/,,,,
Burnshee Thornside,Rock This Moon,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/burnshee-moon/,,,,
C Layne,The Sun Will Come Out to Blind You,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/clayne-blind/,,,,
C. Layne,Potemkin Villages,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/clayne-potemkin/,,,,
Cargo Cult,Alchemy,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/cargo-alchemy/,,,,
Cargo Cult,Vibrant,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/cargo-vibrant/,,,,
Cheryl Ann Fulton,The Once and Future Harp,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/fulton-once/,,,,
Cheryl Ann Fulton,The Airs of Wales,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/fulton-airs/,,,,
Chris Harvey,The White Sail,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/harvey-wsail/,,,,
Chris Juergensen,Prospects,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/juergenson-prospects/,,,,
Chris Juergensen,Big Bad Sun,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/juergenson-badsun/,,,,
Christopher Of The Wolves,Wanderer,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/cwolves-wanderer/,,,,
Christopher of the Wolves,Spheres,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/cwolves-spheres/,,,,
Christopher of the Wolves,Samadhi,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/cwolves-samadhi/,,,,
Christopher of the Wolves,Welcome Om,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/cwolves-welcome/,,,,
Claire Fitch,Ambiencellist Part II,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/fitch-amb2/,,,,
Claire Fitch,Ambiencellist,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/fitch-amb/,,,,
Curandero,Curandero,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/curandera-curandero/,,,,
Curandero,Aras,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/curandero-aras/,,,,
Curl,Ultimate Station,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/curl-ultimate/,,,,
Curl,Inner,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/curl-inner/,,,,
DAC Crowell,Within This Space,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/dac-within/,,,,
DAC Crowell,The Mechanism of Starlight,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/dac-mech/,,,,
DAC Crowell,Red-shifted Harmonies,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/dac-red/,,,,
DAC Crowell,Sferica,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/dac-sferica/,,,,
DAC Crowell,SPCTR,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/dac-spctr/,,,,
DAC Crowell,The sea and the sky,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/dac-sea/,,,,
DJ Cary,Downtempo Chill,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/magnacomp-downchill/,,,,
DJ Cary,Power Synths,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/magnacomp-powersynths/,,,,
DJ Cary,After Dinner Lounge,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/magnacomp-dinnerlounge/,,,,
DJ Cary,Downtempo Chill 2,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/magnacomp-downchill2/,,,,
DJ Cary,Eastern Grooves,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/magnacomp-eastgroove/,,,,
DJ Markitos,Unreachable Destiny,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/markitos-unreachable/,,,,
DJ Markitos,Slower Emotions-138 BPM Remixes,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/markitos-slower/,,,,
DJ Markitos,Evolution of the Mind,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/markitos-evolution/,,,,
DJ Markitos,Inside Your Dreams,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/markitos-inside/,,,,
Da Camera,A Celtic Celebration,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/dacamera-celtic/,,,,
Daniel Ben Pienaar,Book 1 CD1 Well-Tempered Clavier,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/dbp-wtc1a/,,,,
Daniel Ben Pienaar,Book 2 CD2 Well-Tempered Clavier,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/dbp-wtc2b/,,,,
Daniel Ben Pienaar,Book 2 CD1 Well-Tempered Clavier,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/dbp-wtc2a/,,,,
Daniel Ben Pienaar,Book 1 CD2 Well-Tempered Clavier,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/dbp-wtc1b/,,,,
Daniel Berkman,Calabashmoon,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/berkman-calabash/,,,,
Doc Rossi,Demarzi-6 Sonatas for Cetra o Kitara,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/rossi-demarzi/,,,,
Domased,Return Back,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/domased-return/,,,,
Domased,New Memories,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/domased-newmemories/,,,,
Domased,Selection,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/domased-selection/,,,,
Domased,Slowdown,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/domased-slowdown/,,,,
Dr Kuch,Analog Disease,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/domased-analog/,,,,
Drevo,Christian Themes in Ukrainian Folk Songs,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/drevo-themes/,,,,
Drop Trio,Big Dipper,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/droptrio-bigdipper/,,,,
Drop Trio,Cezanne,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/droptrio-cezanne/,,,,
Dufay Collective,Cancionero,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/dufay-cancionero/,,,,
Dufay Collective,A Lestampida,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/dufay-lestampida/,,,,
Duo Chambure,Vihuela Duets of Valderrabano,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/chambure-valderrabano/,,,,
Ed Martin,Luis Milan - El Maestro,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/martin-luismilan/,,,,
Edward Martin,Art of the Lute in Renaissance France,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/martin-artfrance/,,,,
Edward Martin and Paul Berget,Baroque Lute Duets,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/martin-duets/,,,,
Edward Martin and William Bastian,Virtues and Vices,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/martin-virtues/,,,,
Ehren Starks,The Depths of a Year,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/ehren-depths/,,,,
Ehren Starks,Lines Build Walls,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/ehren-lines/,,,,
Electric Frankenstein,Conquers The World,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/elecfrank-conquers/,,,,
Electric Frankenstein,The Time Is Now,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/elecfrank-timenow/,,,,
Electric Frankenstein,Sick Songs,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/elecfrank-sicksongs/,,,,
Electric Frankenstein,Dead and Back,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/elecfrank-deadback/,,,,
Elizabeth Wolff,Moments Musicaux,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/wolff-moments/,,,,
Emily Van Evera,My Lady Rich,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/evera-mylady/,,,,
Emma Curtis and The Frolick,Emma Curtis - Calliope - CD2,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/curtis-calliope2/,,,,
Emma Curtis and The Frolick,Emma Curtis - Calliope - CD1,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/curtis-calliope1/,,,,
Emma's Mini,Beat Generation Mad Trick,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/emmasmini-beat/,,,,
Ensemble Mirable,Triemer Six Cello Sonatas,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/mirable-triemer/,,,,
Ensemble Mirable,Conversations Galantes,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/mirable-conversations/,,,,
Ensemble Sreteniye,Ancient Church Singing of Byzantine Georgia and Rus,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/sreteniye-ancient/,,,,
Ensemble Sreteniye & Three Holies Church Choristers,Dont Cry Rachael,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/sreteniye-rachael/,,,,
Ensemble Vermillian,Stolen Jewels,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/vermillian-stolen/,,,,
Etherfysh,Box of Fysh,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/etherfysh-box/,,,,
Etherine,24 Days,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/etherine-24days/,,,,
Etherine,Gleam,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/etherine-gleam/,,,,
Falik,Elvolution,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/falik-elvolution/,,,,
Falik,Dreams from the Machine,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/falik-dreams/,,,,
Falik,The Ballad of El Efe,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/falik-efe/,,,,
Falik,Streaks and Strokes,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/falik-streaks/,,,,
Falling You,Human,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/fallingyou-human/,,,,
Falling You,Touch,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/fallingyou-touch/,,,,
Farallon Recorder Quartet,Ludwig Senfl,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/farallon-senfl/,,,,
Five Star Fall,Automatic Ordinary,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/fivestar-automatic/,,,,
Four Stones,Chronic Dreams,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/fourstones-chronic/,,,,
Four Stones,La Vie Chill,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/fourstones-viechill/,,,,
Four Stones.Net,Ridin the Faders,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/fourstones-magnaremix/,,,,
Gerard Satamian,Dry Fig Trees,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/satamian-dry/,,,,
Glen Bledsoe,Up and Down,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/bledsoe-updown/,,,,
Glen Bledsoe,Octopants,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/bledsoe-octopants/,,,,
Gleusteen and Ordronneau,Grieg - Dvorak - Franck,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/gleusteen-grieg/,,,,
Gonzalo X Ruiz,JS Bach - Transcriptions for Oboe,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/ruiz-schumann/,,,,
Gonzalo X Ruiz,Schumann Romances,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/ruiz-bach/,,,,
Gonzalo X Ruiz,Imported from Italy,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/ruiz-imported/,,,,
Grayson Wray,Picassos Dream,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/wray-picassos/,,,,
Hanneke van Proosdij,Harpsichord suites of Chambonnieres,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/proosdij-chambon/,,,,
Hans Christian,Phantoms,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/hanschristian-phantoms/,,,,
Hans Christian,Surrender,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/hanschristian-surrender/,,,,
Heavy Mellow,Acoustic Abstracts,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/heavymellow-acoustic/,,,,
Heavy Mellow,Horizons,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/heavymellow-horizons/,,,,
Hoxman,Synthesis of Five,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/hoxman-synthesis/,,,,
Human Response,Survival,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/humanresponse-survival/,,,,
Human Response,Delirious,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/humanresponse-delirious/,,,,
Hybris,The First Words,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/hybris-first/,,,,
Indidginus,As Above So Below,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/indidginus-above/,,,,
Indidginus,Sine Language,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/indidginus-sine/,,,,
Indidginus,Seismic,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/indidginus-seismic/,,,,
Ivilion,Terean,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/ivilion-terean/,,,,
Ivilion,Sartinal,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/ivilion-sartinal/,,,,
Jackalopes,Jacksploitation,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jackalopes-jacksploit/,,,,
Jacob Heringman,Jane Pickeringes Lute Book,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/heringman-pickering/,,,,
Jacob Heringman,Blame Not My Lute,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/heringman-blamenot/,,,,
Jacob Heringman,Josquin des Prez Lute Settings,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/heringman-josquin/,,,,
Jacob Heringman,Siena Lute Book,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/heringman-siena/,,,,
Jacob Heringman,Black Cow,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/heringman-blackcow/,,,,
Jacob Heringman,Holburns Passion,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/heringman-holburns/,,,,
Jacob Heringman and Catherine King,Alonso Mudarra songs and solos,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/heringman-mudarra/,,,,
Jacob Heringman and Catherine King,Luis Milan El Maestro,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/heringman-luismilan/,,,,
Jade Leary,The Lost Art of Human Kindness,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jade-art/,,,,
Jade Leary,Fossildawn,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jade-fossildawn/,,,,
Jade Leary,And Come the Sirens,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jade-sirens/,,,,
Jag,Pretty Girl Blues,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jag-prettygirl/,,,,
Jag,Juke Joint Boogie,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jag-juke/,,,,
Jag,Cypress Grove Blues,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jag-cypress/,,,,
Jag,Four Strings,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jag-four/,,,,
James Edwards,Canarios,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/edwards-canarios/,,,,
James Edwards,Le Tresor dOrphee by Antoine Francisque,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/edwards-tresor/,,,,
Jami Sieber,Hidden Sky,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/sieber-hidden/,,,,
Jami Sieber,Second Sight,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/sieber-second/,,,,
Jami Sieber,Lush Mechanique,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/sieber-lush/,,,,
Jamie Janover,Now Center of Time,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/janover-nowcenter/,,,,
Jamie Janover,Evolutions,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/janover-evolutions/,,,,
Jamie Janover and Michael Masley,All Strings Considered,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/masley-allstrings/,,,,
Jan Hanford,24 Preludes for Solo Piano,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/hanford-24preludes/,,,,
Jan Latham Koenig,Franck Symphony in D minor and Psyche,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/latham-franck/,,,,
Janine Johnson,J.S. Bach Works For Harpsichord,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jjohnson-bach/,,,,
Janine Johnson,Chopin Recital,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jjohnson-chopin/,,,,
Janine Johnson,Telemann Harpsichord Solos from Der Getreue Music Meister,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jjohnson-telemann/,,,,
Janine Johnson,German Keyboard Masters,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jjohnson-german/,,,,
Janine Johnson,Bach Goldberg Variations,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jjohnson-goldberg/,,,,
Jay Kishor,The Color of Night,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/kishor-color/,,,,
Jay Kishor,CD2 The Sowebo Concert,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/kishor-sowebo2/,,,,
Jay Kishor,The Payans Concert,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/kishor-payans/,,,,
Jay Kishor,Amber,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/kishor-amber/,,,,
Jeff Wahl,Guitarscapes,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/wahl-guitarscapes/,,,,
Jeff Wahl,Guinevere,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/wahl-guinevere/,,,,
Jeff Wahl,Meditative Guitar,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/wahl-meditative/,,,,
Jeffrey Luck Lucas,What We Whisper,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/lucas-whisper/,,,,
Jeni Melia,The Last of Old England,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/melia-lastengland/,,,,
Jeni Melia,The Lost Art of Wooing,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/melia-wooing/,,,,
Jesse Manno,Sea Spirits,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/manno-sea/,,,,
Joglaresa,Magdalena,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/joglaresa-magdalena/,,,,
Johannesburg Philharmonic,Coleridge-Taylor - Dvorak - Violin Concertos,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/johannesburg-coleridge/,,,,
John Fleagle,Worlds Bliss - Medieval Songs of Love and Death,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/fleagle-bliss/,,,,
John Jackson,Bad Things Happen All The Time,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jjackson-badthings/,,,,
John Williams,Long Ride Home,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/williams-long/,,,,
John Williams,Dusty Porch,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/williams-dusty/,,,,
Joram,Moments of Clarity,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/joram-moments/,,,,
JungHae Kim,The Virginalists,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/jhkim-virginalists/,,,,
Justin Bianco,Forge,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/bianco-forge/,,,,
Justin Bianco,Finality,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/bianco-finality/,,,,
Justin Bianco,Siren,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/bianco-siren/,,,,
Justin Bianco,Phoenix_,1,0,0,,,,,,,http://www.magnatune.com/artists/albums/bianco-phoenix/,,,,
